carat,cut,color,clarity,depth,table,price,size
0.7,Good,I,VS2,59.4,57.0,2234,115.52001600000001
0.73,Ideal,I,SI1,62.0,56.0,2234,119.393
0.7,Fair,I,VS1,60.2,66.0,2234,111.55025599999999
0.7,Premium,F,SI2,59.6,58.0,2234,113.59748400000001
0.73,Premium,H,SI2,62.5,58.0,2234,116.39520900000001
0.7,Premium,F,SI2,59.5,58.0,2234,114.518976
0.7,Premium,F,SI2,58.8,58.0,2234,114.51257400000001
0.73,Premium,I,VVS2,59.3,59.0,2234,121.07403300000003
0.7,Premium,I,VS1,61.7,61.0,2234,111.80110300000001
0.71,Ideal,F,SI1,63.0,54.0,2235,117.37332000000002
0.69,Fair,G,VS1,61.2,65.4,2235,107.63150399999999
0.71,Premium,D,SI2,59.7,60.0,2235,117.33319200000001
0.56,Very Good,F,VVS2,59.5,61.0,2236,90.84878400000001
0.5,Ideal,E,VVS2,61.5,57.0,2236,81.830912
0.54,Ideal,G,VVS1,61.8,55.0,2236,89.7481
0.54,Premium,G,VVS1,60.7,56.0,2236,89.04
0.54,Ideal,G,VVS1,62.2,56.0,2236,87.94656
0.61,Ideal,H,VVS1,60.3,56.0,2237,102.32423999999997
0.7,Ideal,F,SI2,60.6,57.2,2237,115.789475
0.71,Very Good,E,SI2,62.2,58.0,2238,115.74136
0.5,Very Good,F,IF,61.4,60.0,2238,80.67384
0.52,Ideal,G,VVS2,61.7,55.0,2238,85.4282
0.55,Very Good,E,VVS2,60.8,55.0,2238,90.275276
0.74,Premium,G,SI2,62.7,60.0,2238,119.56103400000002
0.64,Ideal,E,VS2,62.0,55.0,2238,105.08147999999998
0.58,Premium,F,VVS2,62.6,56.0,2238,94.23866699999999
0.7,Very Good,E,SI1,62.8,56.0,2239,116.51754399999999
0.7,Very Good,E,SI1,62.6,58.0,2239,114.12824
0.7,Good,E,SI1,61.9,58.0,2239,111.72735
0.7,Good,E,SI1,62.7,61.0,2239,111.88440899999999
0.7,Very Good,E,SI1,61.5,56.0,2239,118.1866
0.7,Very Good,E,SI1,58.7,60.0,2239,118.32911999999999
0.7,Very Good,E,SI1,60.3,58.0,2239,116.986545
0.97,Ideal,I,I1,61.6,53.0,2239,162.55040000000002
0.3,Very Good,G,VS2,62.1,56.0,541,48.840259999999994
0.3,Very Good,H,VS1,61.9,55.0,541,50.78289600000001
0.3,Very Good,H,VS1,62.3,56.0,541,49.66790400000001
0.37,Very Good,E,SI2,61.9,55.0,541,62.055427
0.35,Ideal,H,SI1,61.9,55.0,541,58.508796000000004
0.31,Ideal,D,SI1,62.3,55.0,541,50.73894000000001
0.31,Ideal,D,SI1,61.7,56.0,541,51.135555
0.36,Premium,J,SI1,61.3,60.0,541,57.883571999999994
0.31,Very Good,G,VS1,62.7,54.0,542,51.77718
0.3,Ideal,H,VVS2,61.9,56.0,542,48.88402
0.31,Ideal,E,SI1,61.8,53.9,542,50.362559999999995
0.31,Premium,G,VS1,62.1,58.0,542,50.549403999999996
0.31,Ideal,G,VS1,62.7,57.0,542,50.69163399999999
0.31,Very Good,G,VS1,60.4,59.0,542,51.07000500000001
0.31,Ideal,G,VS1,61.9,56.0,542,51.32484
0.23,Ideal,E,VS2,62.6,57.0,543,37.111424
0.27,Very Good,F,VVS2,62.5,59.0,544,44.00577000000001
0.27,Very Good,E,VVS2,60.5,60.0,544,44.69892000000001
0.28,Very Good,E,VVS2,62.0,56.0,544,47.72397999999999
0.32,Very Good,J,VVS1,60.2,60.0,544,53.186744000000004
0.27,Very Good,F,VVS1,59.7,59.0,544,44.38131799999999
0.27,Very Good,E,VVS1,60.0,58.0,544,44.94848599999999
0.27,Very Good,D,VVS1,61.0,61.0,544,43.467929999999996
0.32,Very Good,G,VS2,62.3,55.0,544,52.732133999999995
0.33,Very Good,F,SI1,61.2,58.1,544,55.56320000000001
0.31,Ideal,I,VS1,61.7,55.0,544,51.67908
0.31,Ideal,H,VS1,62.0,54.0,544,51.75151499999998
0.31,Premium,H,VS1,62.6,60.0,544,50.15520000000001
0.31,Ideal,E,SI1,62.4,57.0,544,50.50458
0.31,Very Good,E,SI1,59.1,59.0,544,51.416976000000005
0.7,Good,E,SI2,57.8,61.0,2239,116.807535
0.7,Premium,F,SI1,59.4,60.0,2239,113.26971599999999
0.7,Premium,F,SI1,61.2,59.0,2239,111.55355999999999
0.71,Good,I,VS1,59.1,63.4,2239,114.45235199999998
0.7,Premium,D,SI2,63.0,56.0,2239,113.84452799999998
0.7,Ideal,E,SI2,61.2,55.0,2239,114.5088
1.06,Fair,I,I1,64.5,57.0,2239,169.144563
0.71,Very Good,G,SI1,63.1,60.0,2240,113.43584
0.78,Ideal,G,SI2,61.9,55.0,2240,128.83681800000002
0.7,Ideal,I,VS2,62.0,54.1,2240,115.94655
0.7,Ideal,I,VS2,61.9,53.2,2240,115.460768
0.7,Ideal,I,VS2,62.1,54.6,2240,115.01318399999998
0.7,Ideal,H,SI1,61.4,57.0,2240,113.70239999999998
0.71,Good,G,SI1,64.1,58.0,2240,113.5008
0.65,Very Good,F,VS2,64.0,55.3,2241,108.4479
0.63,Very Good,G,VS1,59.9,57.0,2241,104.86639000000001
0.58,Ideal,E,VS1,60.8,57.0,2241,96.470038
0.7,Fair,E,SI1,66.7,59.0,2241,109.209825
0.72,Ideal,F,SI2,62.1,57.0,2241,117.08840000000001
0.65,Good,G,VS1,60.0,60.4,2241,108.2088
0.83,Ideal,J,VS2,61.5,57.0,2241,136.38412800000003
0.83,Premium,J,SI2,59.1,60.0,2241,135.806472
0.7,Very Good,D,SI1,64.0,53.0,2242,111.86676600000001
0.61,Ideal,G,VVS2,61.6,54.0,2242,100.832085
0.55,Ideal,F,VVS2,62.4,55.0,2242,90.74841599999999
0.65,Ideal,G,VS1,60.6,60.0,2242,106.11988200000002
0.7,Good,D,SI2,58.3,60.0,2242,116.69326899999999
0.7,Good,F,SI1,63.7,58.0,2242,113.99327000000001
0.61,Very Good,E,VS1,61.1,58.0,2243,101.45318399999998
0.64,Premium,D,VS2,60.9,59.0,2243,107.82575999999999
0.5,Ideal,D,VS2,61.1,57.0,2243,82.050759
0.62,Ideal,D,VS2,61.2,56.0,2243,102.127176
0.58,Good,E,VVS1,61.9,63.0,2243,92.13224799999999
0.67,Good,F,VS1,64.4,57.0,2244,111.88799999999999
0.85,Good,G,SI1,64.2,58.0,2244,136.268336
0.7,Premium,H,VS1,60.5,58.0,2245,115.05610800000001
0.58,Ideal,G,VVS2,61.9,57.0,2245,94.562728
0.58,Ideal,F,VS1,60.4,57.0,2245,94.88360399999999
0.9,Very Good,E,I1,62.4,63.0,2245,139.628527
0.52,Ideal,F,VS2,62.3,57.0,2246,85.300614
0.52,Premium,H,VVS2,61.1,59.0,2246,85.386169
0.8,Good,G,SI2,64.2,55.0,2246,129.113512
0.71,Very Good,H,SI1,62.9,58.0,2246,112.92266
0.73,Premium,I,VS2,59.7,59.0,2246,121.135014
0.8,Fair,G,SI2,61.2,58.0,2246,128.64779199999998
0.61,Ideal,F,VS1,61.9,57.0,2246,99.729084
0.72,Very Good,G,SI2,63.3,58.0,2246,117.28745599999998
0.78,Ideal,G,SI2,61.7,55.0,2246,126.706944
0.72,Premium,G,SI1,60.6,59.0,2246,116.928
0.72,Premium,G,SI1,60.6,62.0,2246,117.66818699999999
0.72,Very Good,F,SI2,63.1,58.0,2246,114.363879
0.77,Premium,F,SI2,61.6,58.0,2247,125.93196
0.53,Ideal,G,IF,61.8,57.0,2247,86.79711599999999
0.53,Ideal,G,IF,61.4,56.0,2247,87.46608
0.53,Ideal,G,IF,61.9,56.0,2247,86.79711599999999
0.7,Good,D,SI2,63.6,62.0,2247,110.531025
0.61,Ideal,E,VS2,61.9,53.0,2248,101.61525
0.75,Ideal,F,SI2,59.2,60.0,2248,121.278896
0.71,Premium,H,VS2,62.0,54.0,2249,115.41709800000001
0.72,Ideal,J,VVS1,62.5,56.0,2249,117.335932
0.7,Ideal,I,VS2,61.2,55.0,2249,117.11657499999997
0.71,Premium,D,SI1,58.1,61.0,2249,113.366463
0.7,Very Good,F,SI1,62.8,57.0,2250,112.40420400000001
0.53,Ideal,G,VVS2,61.4,57.0,2250,85.49112000000001
0.7,Very Good,F,VS2,61.1,62.0,2250,111.036936
0.53,Ideal,E,VVS2,62.5,57.0,2250,85.399552
0.6,Ideal,H,VS1,61.3,55.0,2250,100.901808
0.44,Good,D,VVS1,59.2,57.0,2250,73.16000000000001
0.75,Premium,G,SI2,63.0,58.0,2250,121.355794
0.7,Fair,G,VS1,68.5,58.0,2250,108.07625999999999
0.7,Very Good,F,VS2,63.5,56.0,2250,108.19776
0.75,Good,J,SI1,63.9,56.0,2250,120.37593600000001
0.55,Very Good,D,VS1,59.5,56.0,2251,91.81777
0.7,Premium,H,VS2,61.0,59.0,2251,112.14346
0.52,Ideal,F,VVS1,59.8,59.0,2251,85.61332499999999
0.52,Ideal,F,VVS1,61.9,55.0,2251,86.29764
0.55,Ideal,D,VS1,61.3,56.0,2251,91.29120000000002
0.71,Good,G,SI1,62.3,56.0,2251,115.33807999999998
0.61,Premium,D,VS2,62.3,55.0,2251,100.50468599999999
0.78,Very Good,H,SI2,61.8,59.0,2252,125.28945
0.72,Very Good,E,SI2,62.3,58.0,2252,117.21024
0.72,Ideal,H,SI2,60.8,56.0,2252,119.15762099999998
0.76,Ideal,F,SI2,61.6,57.0,2253,125.15606999999999
0.7,Good,H,VS2,61.4,56.0,2253,117.64836000000001
0.52,Very Good,E,VVS2,61.2,58.0,2254,85.058391
0.59,Very Good,D,VS1,62.6,58.0,2254,96.70953599999999
0.72,Good,D,SI2,64.1,57.0,2254,117.224016
0.52,Ideal,G,VS2,62.0,55.0,2255,85.965084
0.73,Ideal,F,SI2,61.5,55.0,2255,121.25997
0.73,Ideal,F,SI2,60.5,59.0,2255,121.352616
0.71,Ideal,I,SI1,61.4,56.0,2255,116.70921299999999
0.71,Ideal,I,SI1,61.7,55.0,2255,117.57528999999998
0.59,Very Good,G,VVS1,61.5,55.0,2256,97.64226
0.71,Very Good,E,SI2,61.9,63.0,2256,115.61852400000001
0.58,Ideal,G,VVS1,61.3,56.0,2256,95.51520000000001
0.73,Premium,E,SI2,62.2,55.0,2256,118.766858
0.57,Ideal,E,SI1,61.9,57.0,2257,93.74804999999998
0.7,Very Good,E,SI2,62.0,60.0,2257,114.486372
0.77,Ideal,J,VS2,62.5,57.0,2257,125.45748
0.77,Ideal,J,SI1,62.0,57.0,2257,124.43930399999999
1.01,Premium,F,I1,62.6,57.0,2257,161.37954
0.71,Ideal,E,SI1,61.6,53.0,2258,117.777285
0.73,Ideal,J,VS2,62.0,56.0,2258,119.39443200000001
0.71,Good,G,VS2,64.1,56.0,2258,113.70239999999998
0.71,Good,F,SI1,64.3,58.0,2258,111.776445
0.67,Good,D,SI1,63.8,57.0,2258,106.36844400000001
0.71,Ideal,H,SI2,59.4,57.0,2258,118.343309
0.71,Very Good,H,SI1,60.1,63.0,2258,111.635524
0.71,Very Good,H,SI2,63.2,58.0,2259,113.961897
0.53,Ideal,F,VVS2,61.0,56.0,2259,88.19968
0.55,Ideal,F,VVS2,60.7,56.0,2259,91.58794199999998
0.57,Ideal,G,VVS1,62.0,55.0,2259,94.386305
0.7,Ideal,F,SI2,62.0,55.0,2259,115.41709800000001
0.83,Very Good,G,SI2,63.1,61.0,2259,132.312
0.5,Very Good,G,VVS2,60.0,56.0,2260,84.201936
1.07,Premium,I,I1,59.8,59.0,2260,176.001968
0.56,Ideal,F,VVS2,62.2,54.3,2260,91.26731199999999
0.62,Ideal,E,VS2,61.9,57.0,2260,100.577984
0.73,Ideal,H,SI2,61.6,57.0,2260,120.09444299999998
0.74,Very Good,F,SI2,63.1,55.0,2261,120.22487399999999
0.74,Very Good,G,SI2,62.8,59.0,2262,118.40256000000001
0.71,Ideal,F,SI1,62.5,57.0,2262,116.393424
0.71,Ideal,D,SI2,60.2,57.0,2262,117.400459
0.71,Premium,F,SI1,60.3,60.0,2262,116.059392
0.77,Very Good,I,VS2,63.4,58.0,2262,122.058804
0.76,Premium,J,VS1,61.1,58.0,2262,124.11886499999999
0.77,Good,H,SI2,58.6,64.0,2262,124.73755
0.72,Premium,I,SI1,61.5,59.0,2262,117.24267600000002
0.7,Very Good,E,SI2,62.0,59.0,2263,111.5268
0.7,Very Good,E,SI2,61.5,60.0,2263,112.39545000000003
0.7,Very Good,E,SI2,59.8,58.0,2263,115.77851999999999
0.7,Very Good,E,SI2,62.6,55.0,2263,113.201412
0.8,Very Good,H,SI2,59.7,58.0,2263,132.93617400000002
0.58,Ideal,F,VVS2,61.8,56.0,2263,96.74216100000001
0.53,Ideal,E,VVS2,61.9,55.0,2263,87.235596
0.6,Ideal,D,SI1,61.4,55.0,2263,99.868525
0.6,Ideal,D,SI1,61.7,56.0,2263,97.93414399999999
0.7,Very Good,F,SI1,63.3,59.0,2264,110.81403600000002
0.7,Very Good,F,SI1,63.5,59.0,2264,112.753095
0.7,Very Good,F,SI1,63.4,59.0,2264,112.23825599999999
0.7,Very Good,F,SI1,61.1,59.0,2264,114.90639999999999
0.7,Ideal,F,SI1,59.9,57.0,2264,115.587528
0.7,Premium,F,SI1,60.5,58.0,2264,118.27576799999999
0.71,Ideal,G,SI2,61.5,55.0,2264,117.447288
0.71,Ideal,G,SI2,61.1,56.0,2264,116.78479999999998
0.7,Good,D,SI2,63.3,56.0,2264,112.6384
0.77,Good,I,SI1,62.3,55.0,2264,128.31571200000002
0.7,Good,F,SI1,58.7,61.0,2264,113.98057999999999
0.7,Premium,J,IF,60.5,59.0,2264,112.087395
0.74,Very Good,H,SI2,63.1,56.0,2264,120.97540000000001
1.0,Premium,G,I1,59.0,60.0,2264,159.411274
0.78,Very Good,H,SI2,63.5,56.0,2265,126.53029200000002
0.72,Very Good,G,SI1,62.8,59.0,2265,117.251554
0.72,Premium,E,SI1,62.1,58.0,2265,115.215672
0.72,Ideal,E,SI1,59.8,57.0,2265,121.90675200000001
0.71,Ideal,I,VS2,63.1,57.0,2265,116.023774
0.72,Ideal,I,VS1,62.3,55.0,2265,117.94345800000002
0.61,Very Good,D,VS2,61.5,57.0,2266,100.34976
0.71,Very Good,H,SI1,60.7,60.0,2266,115.18675200000001
0.71,Very Good,G,SI1,61.2,61.0,2266,112.46872800000001
0.53,Ideal,D,VS2,61.6,56.0,2266,87.13224
0.71,Ideal,G,SI2,61.7,55.0,2266,115.69716199999999
0.71,Ideal,G,SI2,62.3,56.0,2266,115.33807999999998
0.55,Good,F,IF,60.8,60.0,2266,91.065328
0.71,Premium,I,VS1,61.9,59.0,2266,113.96246400000001
0.71,Very Good,F,SI2,63.4,57.0,2266,115.20669
0.71,Ideal,I,VS1,62.0,58.0,2266,116.7595
0.7,Very Good,F,SI1,62.3,57.0,2267,111.45303000000001
0.52,Ideal,G,IF,61.7,56.0,2267,85.26391500000001
0.7,Good,G,SI2,60.1,65.0,2268,109.81905000000002
0.7,Premium,H,SI1,62.2,57.0,2268,116.68042399999999
0.55,Ideal,F,VVS2,62.0,55.0,2268,90.989058
0.7,Ideal,I,VS2,62.2,55.0,2268,115.74313500000001
0.7,Ideal,G,SI2,62.6,56.0,2268,114.32917
0.7,Good,I,VS2,63.9,65.0,2268,110.84415999999999
0.7,Premium,G,SI2,58.0,60.0,2268,118.847736
0.7,Good,I,VS2,57.5,62.0,2268,111.82739400000001
0.7,Premium,G,SI2,60.0,60.0,2268,112.84123500000001
0.7,Premium,F,SI1,62.5,62.0,2268,109.75685
0.7,Premium,I,VS2,60.8,59.0,2268,112.217488
0.7,Fair,H,VS2,65.0,56.0,2268,111.18799999999999
0.7,Premium,G,SI2,58.5,60.0,2268,115.90078499999998
0.7,Premium,G,SI2,61.9,58.0,2268,109.91231999999998
0.75,Premium,G,SI2,62.7,58.0,2268,121.689216
0.7,Premium,F,SI1,61.8,59.0,2268,115.28697599999998
0.73,Ideal,H,SI1,62.9,56.0,2269,120.85177499999999
0.53,Ideal,F,VVS2,61.0,57.0,2269,88.581556
0.6,Very Good,F,VS2,60.8,56.0,2270,99.15512000000001
0.6,Very Good,E,VS1,60.0,58.0,2270,101.52559999999998
0.7,Ideal,I,VS2,61.4,56.0,2270,115.7728
0.7,Ideal,G,SI2,61.2,56.0,2270,116.58028800000002
0.6,Ideal,H,IF,61.9,56.0,2270,98.88480000000001
0.67,Good,E,VS2,61.6,61.0,2270,107.30048
0.71,Ideal,I,VS2,62.1,57.0,2270,113.88062399999998
0.71,Good,I,VS2,64.3,63.0,2270,112.69008
0.78,Very Good,I,SI2,60.6,58.0,2271,127.23263999999999
0.53,Ideal,E,VVS2,62.9,54.0,2271,86.86762500000002
0.54,Ideal,G,IF,62.3,56.0,2271,87.60927600000001
0.54,Ideal,G,IF,62.5,57.0,2271,86.93568
0.7,Good,I,VS1,64.4,60.0,2271,109.76250599999999
0.7,Good,I,VS1,64.3,58.0,2271,111.977844
0.71,Premium,E,SI2,61.8,57.0,2271,114.361632
0.5,Ideal,D,VVS2,61.0,56.0,2272,82.37064500000001
0.71,Ideal,I,VS2,62.0,54.0,2272,117.701076
0.7,Very Good,I,VS2,62.3,58.0,2273,110.34450000000001
0.7,Very Good,H,SI1,60.9,59.0,2273,114.7861
0.75,Premium,I,SI1,62.0,60.0,2273,119.0595
0.7,Premium,E,SI2,62.1,59.0,2273,111.33324999999999
0.7,Premium,E,SI2,62.9,59.0,2273,114.969708
0.53,Ideal,E,VVS2,62.2,54.0,2273,87.94558800000001
0.53,Ideal,F,VVS1,62.1,53.2,2273,86.732954
0.7,Fair,G,VS2,57.3,63.0,2273,112.40481600000001
0.7,Very Good,E,SI2,63.1,56.0,2273,113.442248
0.61,Very Good,F,VVS2,60.5,58.5,2274,102.47654399999999
0.71,Very Good,G,SI1,63.3,56.0,2274,115.61738600000001
0.71,Very Good,G,SI1,62.7,58.0,2274,116.72232
0.7,Ideal,E,VS2,61.4,57.0,2274,116.70744799999999
0.75,Very Good,F,SI2,60.5,57.0,2274,125.24987999999999
0.75,Premium,F,SI2,60.9,58.0,2274,124.755372
0.7,Very Good,I,VS1,62.4,59.0,2274,109.24398
0.7,Good,I,VS1,63.2,55.0,2274,111.210516
0.71,Fair,G,VS2,65.7,56.0,2274,110.80720199999999
0.81,Premium,G,SI2,59.0,57.0,2274,135.20893999999998
0.57,Premium,E,VS2,62.2,59.0,2274,91.26731199999999
0.54,Ideal,G,VS1,60.7,57.0,2274,89.04128
0.5,Very Good,E,VVS2,62.4,55.0,2275,82.54898400000002
0.48,Very Good,E,VVS1,60.6,56.0,2275,80.20960199999999
0.7,Very Good,E,SI1,61.3,61.0,2275,112.27176
0.77,Ideal,G,SI2,61.2,57.0,2275,129.65238000000002
0.77,Premium,I,VS2,61.6,58.0,2275,129.136512
0.53,Ideal,F,VVS2,61.4,56.0,2275,86.85984000000002
0.52,Ideal,E,VS1,61.8,56.0,2275,85.86336
0.66,Good,F,VS2,61.5,60.8,2275,106.6044
0.66,Good,G,VS1,59.6,60.2,2275,109.23686800000002
0.79,Premium,H,SI1,61.8,59.0,2275,129.487509
0.71,Premium,F,SI2,62.1,60.0,2275,113.88485999999999
0.7,Very Good,H,VS2,62.9,58.0,2276,112.0056
0.7,Very Good,H,VS2,62.3,56.0,2276,114.20748
0.7,Very Good,G,SI1,62.8,57.0,2276,112.604568
0.7,Very Good,G,SI1,63.0,59.0,2276,113.84452799999998
0.7,Ideal,I,VVS2,62.5,54.0,2276,116.598342
0.7,Ideal,I,VVS2,62.1,58.0,2276,112.24418399999998
0.73,Ideal,F,SI2,62.1,56.0,2276,120.14293999999997
0.73,Ideal,F,SI2,62.7,57.0,2276,120.51884999999999
0.7,Ideal,G,SI1,62.1,58.0,2276,113.885919
0.7,Ideal,G,SI1,62.4,56.0,2276,114.00711600000001
0.7,Good,I,SI1,58.5,61.0,2276,113.64364800000001
0.74,Very Good,J,IF,60.3,58.0,2277,120.05030400000001
0.72,Good,H,SI1,63.7,59.0,2277,115.12223999999999
0.72,Premium,H,SI1,62.7,59.0,2277,116.72124600000001
0.72,Very Good,H,SI1,61.5,56.0,2277,119.13895999999998
0.74,Very Good,G,SI2,63.0,56.0,2277,120.43432499999997
0.71,Very Good,H,VS1,62.8,58.0,2277,115.37883000000001
0.79,Ideal,I,SI2,62.1,56.0,2277,130.413456
0.55,Premium,E,VS1,59.6,60.0,2277,91.34244000000001
0.7,Very Good,F,SI1,59.1,59.0,2278,117.44352000000002
0.7,Very Good,F,SI1,63.1,54.0,2278,114.16431599999999
0.77,Very Good,F,SI2,61.1,59.0,2278,124.95892499999998
0.75,Good,E,SI2,63.2,57.0,2278,122.69491200000002
0.75,Ideal,E,SI2,62.1,57.0,2278,123.03836999999999
0.73,Ideal,G,SI1,61.6,57.0,2278,120.09444299999998
0.61,Ideal,E,VS2,62.2,54.0,2278,103.454658
0.85,Good,J,SI1,59.2,64.0,2278,137.672444
0.73,Fair,H,VS2,65.9,55.0,2278,119.81164799999999
0.73,Ideal,H,SI2,62.3,56.0,2278,118.360528
0.73,Premium,E,SI2,61.8,58.0,2278,116.429184
0.7,Very Good,H,VS1,60.3,63.0,2279,114.72548700000002
0.56,Premium,E,VVS2,61.5,58.0,2279,92.37423
0.56,Ideal,G,IF,62.0,56.0,2279,92.588496
0.72,Ideal,J,IF,62.0,55.0,2279,118.23768599999998
0.71,Very Good,D,SI2,61.8,63.0,2279,114.361632
0.53,Very Good,E,VVS2,62.3,55.0,2280,87.33790799999998
1.0,Fair,F,I1,68.0,57.0,2280,154.16005
0.7,Very Good,G,SI1,62.7,55.0,2281,112.80493200000001
0.7,Very Good,E,SI2,59.5,56.0,2281,116.057655
0.56,Ideal,F,VVS2,62.3,54.0,2281,93.502866
0.53,Good,F,VVS2,62.5,65.0,2281,84.804027
0.74,Very Good,E,SI2,63.0,58.0,2282,119.684802
0.7,Good,G,VS2,63.1,58.0,2282,115.29533200000002
0.7,Very Good,G,VS2,58.2,60.0,2282,114.09257600000001
0.71,Good,F,SI2,64.5,55.6,2282,112.69368000000001
0.71,Good,H,SI1,58.4,62.1,2282,114.96759999999999
0.65,Ideal,E,VS2,62.0,56.0,2282,107.92432
0.77,Premium,F,SI2,62.2,58.0,2282,126.32490000000001
0.81,Very Good,J,VS2,60.4,59.0,2283,135.43914800000002
0.71,Good,I,VVS2,63.7,56.0,2283,115.12223999999999
0.71,Premium,G,SI1,62.3,56.0,2283,113.48420500000002
0.5,Ideal,F,VVS2,61.8,53.0,2283,84.76914599999999
0.61,Ideal,F,VS1,61.8,57.0,2283,100.096077
0.7,Ideal,E,SI2,62.5,54.0,2283,115.460768
0.82,Premium,J,SI1,61.2,58.0,2283,133.140928
0.59,Ideal,G,VVS2,62.2,56.0,2283,96.31390999999999
0.92,Fair,H,SI2,66.1,57.0,2283,151.146
0.72,Very Good,D,SI1,62.9,58.0,2285,117.04835999999999
0.7,Premium,G,SI1,61.6,58.0,2285,112.91525000000001
0.7,Premium,G,SI1,61.6,61.0,2285,111.99759000000002
0.61,Ideal,E,VS1,61.7,55.0,2285,100.464755
0.7,Ideal,H,SI2,60.4,58.0,2285,117.53490000000001
0.61,Ideal,G,VS2,61.6,55.0,2286,100.83309600000001
0.7,Very Good,H,VS2,60.0,55.0,2287,114.06424500000001
0.27,Ideal,H,VS2,60.5,57.0,397,44.204919
0.27,Premium,G,VS2,62.4,59.0,397,43.623951
0.26,Very Good,H,VS1,62.0,56.0,399,42.592752000000004
0.25,Very Good,D,VS2,61.1,60.0,399,41.819250000000004
0.27,Very Good,G,VS1,58.8,57.0,399,46.8809
0.24,Good,F,VS1,62.5,60.0,399,39.086784
0.25,Good,D,VS1,57.6,60.0,399,41.6328
0.31,Ideal,J,VS2,61.8,54.1,400,51.443099999999994
0.31,Ideal,J,VS2,62.1,53.6,400,52.061888
0.23,Very Good,E,VS2,62.4,60.0,400,37.30272
0.23,Premium,E,VS1,61.8,60.0,400,37.53013500000001
0.26,Very Good,F,SI1,61.3,55.0,401,44.72704000000001
0.26,Very Good,F,SI1,61.4,56.0,401,43.63923200000001
0.3,Ideal,E,SI2,62.1,54.0,401,50.55047999999999
0.3,Ideal,E,SI2,62.1,55.0,401,49.898920000000004
0.3,Ideal,E,SI2,62.0,54.0,401,50.667494999999995
0.3,Ideal,E,SI2,60.9,59.0,401,48.55593600000001
0.25,Good,H,VVS1,60.6,64.0,401,40.549409999999995
0.23,Very Good,D,VS2,61.6,58.0,402,38.710980000000006
0.23,Very Good,D,VS2,63.1,58.0,402,38.30236
0.23,Very Good,D,VS2,62.9,57.0,402,38.594752
0.23,Very Good,E,VS2,60.8,58.0,402,38.879028
0.23,Very Good,E,VS2,60.5,58.0,402,36.85192
0.23,Very Good,E,VS2,60.8,58.0,402,39.23154
0.23,Very Good,F,VS2,63.4,56.0,402,36.597120000000004
0.23,Very Good,F,VS2,61.0,59.0,402,38.14041
0.23,Very Good,F,VS2,59.1,59.0,402,39.103746
0.23,Very Good,F,VS2,61.6,59.0,402,38.808
0.23,Very Good,F,VS2,59.4,57.0,402,40.185068
0.23,Very Good,F,VS1,61.9,58.0,402,38.4111
0.31,Premium,G,VS2,61.2,58.0,544,50.21654400000001
0.31,Good,G,VS2,63.6,56.0,544,49.709087999999994
0.31,Good,E,SI1,63.7,57.0,544,50.662326
0.31,Ideal,H,VS1,62.2,57.0,544,51.397318000000006
0.31,Ideal,G,VS2,61.7,57.0,544,50.59518400000001
0.31,Very Good,E,SI1,63.0,57.0,544,50.223888
0.31,Ideal,E,SI1,62.7,57.0,544,50.03856000000001
0.31,Good,E,SI1,63.6,57.0,544,50.24292
0.31,Good,H,VS1,63.2,57.0,544,50.40921600000001
0.31,Premium,E,VS2,60.5,60.0,544,50.298863999999995
0.31,Good,E,SI1,63.5,55.0,544,51.55837499999999
0.31,Very Good,G,VS2,63.0,54.0,544,51.846554000000005
0.31,Premium,H,VS1,62.4,58.0,544,51.04339200000001
0.31,Ideal,G,VS2,61.4,57.0,544,50.522007
0.31,Very Good,E,SI1,63.0,59.0,544,49.57362
0.31,Good,E,SI1,63.4,55.0,544,50.594544000000006
0.31,Good,G,VS2,63.5,58.0,544,48.88026
0.31,Very Good,E,SI1,62.0,58.0,544,50.1294
0.31,Ideal,H,VS1,62.6,55.0,544,50.80843499999999
0.31,Ideal,G,VS2,61.4,56.0,544,50.522808
0.3,Very Good,E,VS2,62.9,58.0,544,49.689989999999995
0.31,Good,E,SI1,63.2,59.0,544,50.40812800000001
0.31,Ideal,G,VS2,61.7,55.0,544,51.135555
0.31,Very Good,H,VS1,61.4,56.0,544,51.605767
0.31,Very Good,E,SI1,62.7,58.0,544,50.574833
0.31,Good,E,SI1,63.1,57.0,544,49.990828
0.31,Ideal,G,VS2,61.8,57.0,544,50.901256
0.31,Premium,I,VVS2,59.4,59.0,544,51.496452
0.31,Ideal,G,VS2,59.6,57.0,544,51.26396
0.31,Very Good,I,VVS2,61.6,59.0,544,49.641718
0.7,Very Good,G,VS1,60.5,62.0,2287,114.32678399999999
0.34,Ideal,D,IF,62.1,57.0,2287,56.244167999999995
0.34,Ideal,D,IF,59.8,57.0,2287,57.47506200000001
0.7,Ideal,I,SI1,62.6,54.0,2287,114.12291499999999
0.7,Ideal,I,SI1,62.8,56.0,2287,113.52473999999998
0.7,Ideal,I,SI1,61.0,57.0,2287,114.7139
0.5,Ideal,G,IF,60.8,54.0,2287,85.28208000000001
0.76,Premium,F,SI2,59.3,59.0,2287,124.96941299999999
1.01,Fair,G,I1,64.5,56.0,2287,160.626592
0.7,Very Good,I,VS1,62.7,58.0,2288,111.88864500000001
0.73,Very Good,I,VS1,62.4,56.0,2288,117.95097599999998
0.53,Ideal,E,VVS2,62.4,56.0,2288,85.73411000000002
